order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_timestamp,order_estimated_delivery_date
ord_03844,cust_0342,delivered,2024-07-06,2024-07-30,2024-07-24
ord_03845,cust_0170,delivered,2024-01-21,2024-01-29,2024-02-06
ord_03846,cust_0021,delivered,2024-01-20,2024-02-10,2024-01-29
ord_03847,cust_0460,processing,2024-04-08,2024-05-06,2024-04-20
ord_03848,cust_0304,canceled,2024-09-08,2024-09-14,2024-09-23
ord_03849,cust_0037,canceled,2024-11-11,2024-12-10,2024-12-04
ord_03850,cust_0311,canceled,2024-03-11,2024-03-16,2024-04-01
ord_03851,cust_0050,processing,2024-03-21,2024-04-13,2024-04-13
ord_03852,cust_0017,processing,2024-11-06,2024-11-16,2024-11-22
ord_03853,cust_0356,processing,2024-06-22,2024-07-16,2024-07-04
ord_03854,cust_0157,canceled,2024-08-19,2024-09-02,2024-09-11
ord_03855,cust_0215,shipped,2024-11-30,2024-12-25,2024-12-19
ord_03856,cust_0108,shipped,2024-06-07,2024-07-01,2024-06-24
ord_03857,cust_0019,delivered,2024-08-24,2024-08-31,2024-09-04
ord_03858,cust_0076,delivered,2024-01-31,2024-02-21,2024-02-10
ord_03859,cust_0371,delivered,2024-08-17,2024-08-24,2024-08-28
ord_03860,cust_0353,canceled,2024-05-24,2024-06-20,2024-06-10
ord_03861,cust_0223,processing,2024-10-23,2024-11-02,2024-11-14
ord_03862,cust_0374,canceled,2024-03-03,2024-03-26,2024-03-27
ord_03863,cust_0336,delivered,2024-12-29,2025-01-07,2025-01-20
ord_03864,cust_0099,canceled,2024-07-05,2024-07-13,2024-07-24
ord_03865,cust_0431,canceled,2024-02-03,2024-02-07,2024-02-11
ord_03866,cust_0238,processing,2024-07-18,2024-07-26,2024-08-09
ord_03867,cust_0231,shipped,2024-12-29,2025-01-28,2025-01-15
ord_03868,cust_0338,canceled,2024-06-16,2024-07-12,2024-07-06
ord_03869,cust_0004,shipped,2024-10-17,2024-11-16,2024-10-29
ord_03870,cust_0250,canceled,2024-05-08,2024-05-24,2024-05-17
ord_03871,cust_0123,processing,2024-03-16,2024-03-20,2024-03-27
ord_03872,cust_0214,delivered,2024-05-22,2024-05-31,2024-06-03
ord_03873,cust_0365,canceled,2024-01-05,2024-01-28,2024-01-23
ord_03874,cust_0002,delivered,2024-11-10,2024-11-24,2024-11-27
ord_03875,cust_0104,shipped,2024-09-04,2024-10-01,2024-09-27
ord_03876,cust_0141,processing,2024-03-16,2024-03-29,2024-04-08
ord_03877,cust_0223,delivered,2024-09-27,2024-10-18,2024-10-10
ord_03878,cust_0281,canceled,2024-08-20,2024-09-15,2024-09-14
ord_03879,cust_0023,canceled,2024-10-02,2024-10-29,2024-10-23
ord_03880,cust_0302,delivered,2024-06-19,2024-06-22,2024-07-09
ord_03881,cust_0476,processing,2024-08-30,2024-09-28,2024-09-19
ord_03882,cust_0473,canceled,2024-11-07,2024-11-28,2024-11-21
ord_03883,cust_0136,canceled,2024-10-29,2024-11-08,2024-11-19
ord_03884,cust_0419,shipped,2024-11-29,2024-12-29,2024-12-07
ord_03885,cust_0203,canceled,2024-12-08,2024-12-29,2024-12-23
ord_03886,cust_0021,shipped,2024-01-03,2024-01-22,2024-01-17
ord_03887,cust_0002,processing,2024-08-18,2024-08-28,2024-09-06
ord_03888,cust_0275,processing,2024-01-25,2024-01-30,2024-02-09
ord_03889,cust_0394,delivered,2024-01-09,2024-01-28,2024-01-25
ord_03890,cust_0274,canceled,2024-09-11,2024-10-02,2024-09-24
ord_03891,cust_0474,processing,2024-02-29,2024-03-30,2024-03-14
ord_03892,cust_0091,shipped,2024-10-14,2024-11-09,2024-10-31
ord_03893,cust_0041,canceled,2024-01-08,2024-02-01,2024-01-28
ord_03894,cust_0011,delivered,2024-11-27,2024-12-07,2024-12-19
ord_03895,cust_0087,canceled,2024-03-07,2024-04-02,2024-03-22
ord_03896,cust_0083,processing,2024-12-09,2024-12-20,2024-12-29
ord_03897,cust_0186,delivered,2024-04-14,2024-05-10,2024-04-26
ord_03898,cust_0355,delivered,2024-05-27,2024-06-08,2024-06-20
ord_03899,cust_0437,delivered,2024-02-09,2024-02-16,2024-02-19
ord_03900,cust_0495,shipped,2024-05-02,2024-05-07,2024-05-17
ord_03901,cust_0173,delivered,2024-02-28,2024-03-26,2024-03-20
ord_03902,cust_0239,delivered,2024-09-13,2024-10-10,2024-10-07
ord_03903,cust_0403,delivered,2024-09-03,2024-09-27,2024-09-18
ord_03904,cust_0181,shipped,2024-07-01,2024-07-29,2024-07-10
ord_03905,cust_0280,canceled,2024-07-17,2024-08-14,2024-07-30
ord_03906,cust_0033,shipped,2024-01-10,2024-02-01,2024-01-19
ord_03907,cust_0268,shipped,2024-03-15,2024-03-28,2024-03-27
ord_03908,cust_0016,canceled,2024-09-02,2024-09-29,2024-09-20
ord_03909,cust_0054,processing,2024-07-18,2024-08-15,2024-08-07
ord_03910,cust_0318,processing,2024-04-18,2024-04-26,2024-05-01
ord_03911,cust_0500,shipped,2024-10-27,2024-11-22,2024-11-05
ord_03912,cust_0286,processing,2024-12-02,2024-12-29,2024-12-24
ord_03913,cust_0102,delivered,2024-07-17,2024-07-30,2024-08-04
ord_03914,cust_0002,canceled,2024-01-19,2024-02-05,2024-02-01
ord_03915,cust_0333,canceled,2024-01-09,2024-02-02,2024-01-27
ord_03916,cust_0497,canceled,2024-07-31,2024-08-26,2024-08-07
ord_03917,cust_0432,delivered,2024-08-25,2024-08-30,2024-09-05
ord_03918,cust_0393,delivered,2024-10-31,2024-11-19,2024-11-24
ord_03919,cust_0254,canceled,2024-10-30,2024-11-06,2024-11-21
ord_03920,cust_0403,canceled,2024-03-02,2024-03-24,2024-03-10
ord_03921,cust_0421,processing,2024-05-05,2024-05-17,2024-05-29
ord_03922,cust_0029,canceled,2024-05-30,2024-06-03,2024-06-09
ord_03923,cust_0418,processing,2024-12-06,2024-12-13,2024-12-21
ord_03924,cust_0436,processing,2024-03-19,2024-03-30,2024-04-05
ord_03925,cust_0039,processing,2024-02-08,2024-02-27,2024-02-26
ord_03926,cust_0209,delivered,2024-06-06,2024-07-02,2024-06-22
ord_03927,cust_0095,delivered,2024-01-14,2024-01-26,2024-01-31
ord_03928,cust_0186,delivered,2024-03-11,2024-03-30,2024-03-21
ord_03929,cust_0163,delivered,2024-02-18,2024-02-29,2024-03-06
ord_03930,cust_0299,delivered,2024-04-03,2024-04-24,2024-04-16
ord_03931,cust_0160,delivered,2024-04-28,2024-05-02,2024-05-13
ord_03932,cust_0446,canceled,2024-12-30,2025-01-19,2025-01-24
ord_03933,cust_0052,processing,2024-10-09,2024-11-02,2024-10-25
ord_03934,cust_0048,canceled,2024-01-21,2024-02-02,2024-02-10
ord_03935,cust_0071,delivered,2024-05-17,2024-06-12,2024-05-25
ord_03936,cust_0055,processing,2024-02-18,2024-03-10,2024-02-25
ord_03937,cust_0208,delivered,2024-01-22,2024-02-09,2024-02-09
ord_03938,cust_0482,shipped,2024-05-15,2024-05-23,2024-06-09
ord_03939,cust_0095,delivered,2024-02-11,2024-02-24,2024-02-23
ord_03940,cust_0241,shipped,2024-11-18,2024-12-16,2024-11-25
ord_03941,cust_0378,shipped,2024-12-28,2025-01-04,2025-01-09
ord_03942,cust_0449,canceled,2024-07-27,2024-07-30,2024-08-19
ord_03943,cust_0253,shipped,2024-10-22,2024-11-19,2024-11-04
ord_03944,cust_0314,processing,2024-01-31,2024-02-16,2024-02-13
ord_03945,cust_0150,canceled,2024-04-08,2024-05-07,2024-05-01
ord_03946,cust_0211,canceled,2024-03-10,2024-03-25,2024-04-04
ord_03947,cust_0362,processing,2024-05-17,2024-05-27,2024-05-27
ord_03948,cust_0001,delivered,2024-05-10,2024-06-02,2024-06-01
ord_03949,cust_0383,canceled,2024-07-26,2024-08-16,2024-08-08
ord_03950,cust_0095,delivered,2024-12-19,2024-12-26,2025-01-13
ord_03951,cust_0365,delivered,2024-12-09,2024-12-19,2024-12-20
ord_03952,cust_0375,delivered,2024-04-28,2024-05-08,2024-05-06
ord_03953,cust_0495,shipped,2024-12-16,2024-12-31,2024-12-27
ord_03954,cust_0002,shipped,2024-05-21,2024-05-27,2024-06-15
ord_03955,cust_0212,delivered,2024-02-26,2024-03-26,2024-03-04
ord_03956,cust_0074,shipped,2024-06-23,2024-07-02,2024-07-14
ord_03957,cust_0445,canceled,2024-11-27,2024-12-25,2024-12-07
ord_03958,cust_0338,canceled,2024-06-15,2024-07-01,2024-07-04
ord_03959,cust_0440,shipped,2024-08-15,2024-09-08,2024-08-28
ord_03960,cust_0097,shipped,2024-04-15,2024-04-30,2024-05-03
ord_03961,cust_0224,delivered,2024-09-07,2024-09-25,2024-09-22
ord_03962,cust_0238,shipped,2024-05-09,2024-05-12,2024-05-29
ord_03963,cust_0384,processing,2024-02-01,2024-02-29,2024-02-09
ord_03964,cust_0212,delivered,2024-09-25,2024-10-07,2024-10-08
ord_03965,cust_0144,shipped,2024-05-27,2024-06-03,2024-06-12
ord_03966,cust_0243,delivered,2024-08-06,2024-09-02,2024-08-13
ord_03967,cust_0156,shipped,2024-10-27,2024-11-13,2024-11-14
ord_03968,cust_0430,processing,2024-08-18,2024-08-27,2024-09-02
ord_03969,cust_0246,shipped,2024-07-18,2024-07-29,2024-07-30
ord_03970,cust_0400,shipped,2024-08-12,2024-08-19,2024-08-19
ord_03971,cust_0113,shipped,2024-11-26,2024-12-14,2024-12-15
ord_03972,cust_0268,canceled,2024-02-26,2024-03-08,2024-03-15
ord_03973,cust_0442,canceled,2024-12-19,2024-12-25,2025-01-03
ord_03974,cust_0291,delivered,2024-07-25,2024-07-28,2024-08-03
ord_03975,cust_0415,shipped,2024-05-03,2024-05-15,2024-05-18
ord_03976,cust_0410,shipped,2024-12-08,2024-12-28,2025-01-02
ord_03977,cust_0002,shipped,2024-11-17,2024-12-05,2024-12-10
ord_03978,cust_0215,canceled,2024-01-11,2024-01-24,2024-02-04
ord_03979,cust_0096,delivered,2024-01-01,2024-01-19,2024-01-14
ord_03980,cust_0129,canceled,2024-06-05,2024-07-01,2024-06-25
ord_03981,cust_0343,canceled,2024-10-27,2024-11-05,2024-11-15
ord_03982,cust_0320,shipped,2024-02-19,2024-03-05,2024-03-12
ord_03983,cust_0440,canceled,2024-05-05,2024-05-18,2024-05-13
ord_03984,cust_0273,canceled,2024-07-01,2024-07-19,2024-07-15
ord_03985,cust_0491,delivered,2024-09-09,2024-09-19,2024-09-29
ord_03986,cust_0290,shipped,2024-12-19,2024-12-24,2024-12-29
ord_03987,cust_0105,processing,2024-04-28,2024-05-14,2024-05-06
ord_03988,cust_0053,processing,2024-07-30,2024-08-19,2024-08-08
ord_03989,cust_0112,canceled,2024-03-10,2024-03-20,2024-03-23
ord_03990,cust_0006,processing,2024-02-19,2024-02-23,2024-03-05
ord_03991,cust_0456,processing,2024-03-02,2024-03-13,2024-03-27
ord_03992,cust_0473,shipped,2024-04-17,2024-04-22,2024-05-04
ord_03993,cust_0413,canceled,2024-11-09,2024-11-15,2024-11-18
ord_03994,cust_0023,processing,2024-11-02,2024-11-22,2024-11-16
ord_03995,cust_0086,delivered,2024-12-18,2024-12-29,2025-01-11
ord_03996,cust_0408,processing,2024-09-07,2024-10-06,2024-09-20
ord_03997,cust_0258,shipped,2024-06-18,2024-06-24,2024-06-27
ord_03998,cust_0219,canceled,2024-10-21,2024-11-01,2024-10-28
ord_03999,cust_0285,shipped,2024-07-01,2024-07-28,2024-07-22
ord_04000,cust_0322,delivered,2024-01-14,2024-02-09,2024-01-24
ord_04001,cust_0089,shipped,2024-12-07,2024-12-18,2024-12-20
ord_04002,cust_0376,shipped,2024-04-29,2024-05-25,2024-05-07
ord_04003,cust_0102,shipped,2024-04-10,2024-05-09,2024-04-23
ord_04004,cust_0339,processing,2024-05-31,2024-06-17,2024-06-08
ord_04005,cust_0017,delivered,2024-04-25,2024-05-17,2024-05-06
ord_04006,cust_0428,processing,2024-04-14,2024-04-28,2024-04-30
ord_04007,cust_0427,shipped,2024-03-19,2024-04-13,2024-03-28
ord_04008,cust_0088,canceled,2024-08-30,2024-09-14,2024-09-06
ord_04009,cust_0351,processing,2024-01-18,2024-02-07,2024-01-30
ord_04010,cust_0109,delivered,2024-02-25,2024-03-01,2024-03-08
ord_04011,cust_0223,shipped,2024-03-19,2024-04-04,2024-03-29
ord_04012,cust_0137,canceled,2024-12-24,2025-01-22,2025-01-05
ord_04013,cust_0339,shipped,2024-08-19,2024-08-27,2024-09-12
ord_04014,cust_0313,processing,2024-08-17,2024-09-02,2024-08-29
ord_04015,cust_0311,shipped,2024-05-22,2024-06-04,2024-06-06
ord_04016,cust_0152,processing,2024-01-11,2024-01-20,2024-01-30
ord_04017,cust_0448,delivered,2024-10-01,2024-10-18,2024-10-10
ord_04018,cust_0118,delivered,2024-12-21,2024-12-28,2024-12-29
ord_04019,cust_0466,shipped,2024-10-13,2024-10-31,2024-11-01
ord_04020,cust_0276,shipped,2024-01-28,2024-02-16,2024-02-09
ord_04021,cust_0261,delivered,2024-03-05,2024-03-15,2024-03-13
ord_04022,cust_0043,canceled,2024-05-03,2024-05-23,2024-05-27
ord_04023,cust_0133,canceled,2024-09-25,2024-10-15,2024-10-04
ord_04024,cust_0424,shipped,2024-06-19,2024-07-09,2024-06-30
ord_04025,cust_0436,shipped,2024-01-23,2024-02-08,2024-02-14
ord_04026,cust_0358,delivered,2024-03-12,2024-04-09,2024-03-26
ord_04027,cust_0037,processing,2024-09-22,2024-09-29,2024-10-13
ord_04028,cust_0378,canceled,2024-11-20,2024-12-10,2024-11-29
ord_04029,cust_0434,canceled,2024-08-23,2024-08-31,2024-09-07
ord_04030,cust_0400,delivered,2024-01-16,2024-01-20,2024-01-23
ord_04031,cust_0442,delivered,2024-12-06,2024-12-31,2024-12-13
ord_04032,cust_0388,delivered,2024-02-12,2024-02-25,2024-02-24
ord_04033,cust_0247,delivered,2024-02-12,2024-03-08,2024-02-25
ord_04034,cust_0332,canceled,2024-08-12,2024-09-09,2024-09-05
ord_04035,cust_0369,shipped,2024-01-30,2024-02-27,2024-02-06
ord_04036,cust_0345,delivered,2024-06-29,2024-07-12,2024-07-18
ord_04037,cust_0386,canceled,2024-09-15,2024-10-08,2024-10-01
ord_04038,cust_0280,shipped,2024-05-13,2024-05-21,2024-05-22
ord_04039,cust_0277,processing,2024-11-03,2024-11-27,2024-11-28
ord_04040,cust_0467,delivered,2024-05-27,2024-06-14,2024-06-19
ord_04041,cust_0257,delivered,2024-03-18,2024-03-26,2024-04-03
ord_04042,cust_0021,processing,2024-06-09,2024-06-24,2024-07-01
ord_04043,cust_0307,delivered,2024-08-27,2024-08-30,2024-09-04
ord_04044,cust_0454,shipped,2024-01-02,2024-01-26,2024-01-17
ord_04045,cust_0046,canceled,2024-07-12,2024-07-26,2024-07-29
ord_04046,cust_0077,processing,2024-09-21,2024-10-02,2024-10-14
ord_04047,cust_0121,processing,2024-07-12,2024-08-02,2024-07-22
ord_04048,cust_0262,shipped,2024-03-17,2024-04-14,2024-04-01
ord_04049,cust_0188,canceled,2024-06-13,2024-06-27,2024-06-21
ord_04050,cust_0193,delivered,2024-03-28,2024-04-25,2024-04-22
ord_04051,cust_0321,processing,2024-10-09,2024-11-03,2024-10-17
ord_04052,cust_0124,processing,2024-01-28,2024-02-13,2024-02-10
ord_04053,cust_0236,canceled,2024-11-04,2024-12-04,2024-11-28
ord_04054,cust_0095,shipped,2024-01-09,2024-02-05,2024-02-01
ord_04055,cust_0411,delivered,2024-02-03,2024-02-07,2024-02-18
ord_04056,cust_0130,delivered,2024-03-03,2024-04-02,2024-03-22
ord_04057,cust_0134,canceled,2024-10-11,2024-10-30,2024-10-18
ord_04058,cust_0486,processing,2024-11-25,2024-12-03,2024-12-19
ord_04059,cust_0100,processing,2024-09-12,2024-09-22,2024-10-05
ord_04060,cust_0205,canceled,2024-04-06,2024-04-25,2024-04-15
ord_04061,cust_0073,processing,2024-05-04,2024-05-11,2024-05-13
ord_04062,cust_0372,shipped,2024-11-12,2024-12-06,2024-11-28
ord_04063,cust_0209,canceled,2024-09-24,2024-10-15,2024-10-10
ord_04064,cust_0451,processing,2024-03-22,2024-03-25,2024-04-05
ord_04065,cust_0221,shipped,2024-03-07,2024-03-21,2024-03-30
ord_04066,cust_0043,processing,2024-02-23,2024-03-06,2024-03-09
ord_04067,cust_0150,processing,2024-01-21,2024-02-19,2024-02-09
ord_04068,cust_0388,canceled,2024-03-21,2024-04-04,2024-04-08
ord_04069,cust_0404,shipped,2024-01-22,2024-01-30,2024-02-10
ord_04070,cust_0279,shipped,2024-12-11,2024-12-25,2024-12-28
ord_04071,cust_0343,delivered,2024-05-30,2024-06-08,2024-06-06
ord_04072,cust_0211,canceled,2024-08-28,2024-09-12,2024-09-13
ord_04073,cust_0492,delivered,2024-05-28,2024-06-16,2024-06-22
ord_04074,cust_0189,shipped,2024-04-25,2024-05-21,2024-05-05
ord_04075,cust_0266,shipped,2024-10-11,2024-11-05,2024-11-03
ord_04076,cust_0239,delivered,2024-05-21,2024-06-03,2024-06-01
ord_04077,cust_0020,canceled,2024-12-10,2025-01-04,2024-12-27
ord_04078,cust_0437,canceled,2024-12-17,2025-01-09,2024-12-25
ord_04079,cust_0107,canceled,2024-05-02,2024-05-11,2024-05-15
ord_04080,cust_0132,canceled,2024-04-09,2024-05-08,2024-05-02
ord_04081,cust_0373,shipped,2024-12-28,2025-01-03,2025-01-16
ord_04082,cust_0047,delivered,2024-03-13,2024-04-10,2024-03-23
ord_04083,cust_0270,processing,2024-12-30,2025-01-21,2025-01-20
ord_04084,cust_0311,shipped,2024-03-04,2024-03-24,2024-03-12
ord_04085,cust_0324,shipped,2024-05-03,2024-05-24,2024-05-12
ord_04086,cust_0208,canceled,2024-09-09,2024-09-18,2024-09-20
ord_04087,cust_0438,delivered,2024-04-25,2024-04-29,2024-05-15
ord_04088,cust_0255,canceled,2024-02-09,2024-02-14,2024-03-03
ord_04089,cust_0492,processing,2024-07-18,2024-07-24,2024-08-08
ord_04090,cust_0457,delivered,2024-10-09,2024-11-04,2024-11-01
ord_04091,cust_0421,delivered,2024-01-06,2024-01-14,2024-01-19
ord_04092,cust_0172,processing,2024-01-16,2024-02-06,2024-01-26
ord_04093,cust_0429,delivered,2024-02-27,2024-03-18,2024-03-09
ord_04094,cust_0171,processing,2024-05-05,2024-05-30,2024-05-24
ord_04095,cust_0136,canceled,2024-11-22,2024-12-17,2024-12-14
ord_04096,cust_0470,delivered,2024-11-01,2024-11-07,2024-11-21
ord_04097,cust_0201,canceled,2024-11-13,2024-12-07,2024-11-26
ord_04098,cust_0069,delivered,2024-11-08,2024-12-06,2024-11-26
ord_04099,cust_0414,delivered,2024-02-09,2024-02-21,2024-02-18
ord_04100,cust_0147,delivered,2024-09-26,2024-10-19,2024-10-21
ord_04101,cust_0119,processing,2024-10-03,2024-10-15,2024-10-17
ord_04102,cust_0430,delivered,2024-09-28,2024-10-16,2024-10-15
ord_04103,cust_0100,shipped,2024-10-27,2024-11-03,2024-11-16
ord_04104,cust_0076,delivered,2024-03-21,2024-03-30,2024-04-13
ord_04105,cust_0172,canceled,2024-05-02,2024-05-19,2024-05-17
ord_04106,cust_0131,delivered,2024-08-02,2024-08-07,2024-08-11
ord_04107,cust_0067,processing,2024-12-22,2025-01-17,2025-01-07
ord_04108,cust_0323,delivered,2024-01-22,2024-02-20,2024-02-09
ord_04109,cust_0480,processing,2024-06-21,2024-07-01,2024-07-13
ord_04110,cust_0266,delivered,2024-08-07,2024-08-23,2024-08-15
ord_04111,cust_0219,delivered,2024-02-29,2024-03-26,2024-03-11
ord_04112,cust_0267,shipped,2024-01-22,2024-01-31,2024-01-30
ord_04113,cust_0453,delivered,2024-07-03,2024-07-18,2024-07-22
ord_04114,cust_0351,processing,2024-01-14,2024-01-29,2024-01-25
ord_04115,cust_0052,shipped,2024-02-07,2024-02-20,2024-02-20
ord_04116,cust_0183,delivered,2024-04-21,2024-05-02,2024-05-08
ord_04117,cust_0094,processing,2024-08-08,2024-08-27,2024-09-01
ord_04118,cust_0321,processing,2024-10-19,2024-10-25,2024-11-10
ord_04119,cust_0330,shipped,2024-08-05,2024-09-01,2024-08-29
ord_04120,cust_0426,canceled,2024-11-14,2024-11-23,2024-12-07
ord_04121,cust_0060,shipped,2024-05-28,2024-06-23,2024-06-05
ord_04122,cust_0407,processing,2024-06-04,2024-06-24,2024-06-11
ord_04123,cust_0122,processing,2024-04-09,2024-04-22,2024-04-25
ord_04124,cust_0070,processing,2024-12-07,2024-12-27,2024-12-30
ord_04125,cust_0331,canceled,2024-01-24,2024-02-02,2024-02-07
ord_04126,cust_0028,delivered,2024-11-10,2024-12-06,2024-11-20
ord_04127,cust_0354,delivered,2024-12-07,2024-12-21,2024-12-28
ord_04128,cust_0260,canceled,2024-11-06,2024-12-05,2024-11-14
ord_04129,cust_0412,canceled,2024-10-16,2024-11-06,2024-10-25
ord_04130,cust_0479,delivered,2024-05-26,2024-06-16,2024-06-07
ord_04131,cust_0414,shipped,2024-08-19,2024-08-30,2024-09-13
ord_04132,cust_0320,processing,2024-07-25,2024-08-21,2024-08-19
ord_04133,cust_0446,canceled,2024-11-15,2024-12-06,2024-12-04
ord_04134,cust_0046,canceled,2024-10-09,2024-11-01,2024-10-30
ord_04135,cust_0297,processing,2024-03-15,2024-04-04,2024-04-02
ord_04136,cust_0076,canceled,2024-11-22,2024-12-13,2024-12-06
ord_04137,cust_0011,canceled,2024-10-16,2024-10-22,2024-11-01
ord_04138,cust_0489,shipped,2024-10-18,2024-11-09,2024-10-31
ord_04139,cust_0430,shipped,2024-04-07,2024-04-13,2024-04-19
ord_04140,cust_0398,processing,2024-05-30,2024-06-26,2024-06-10
ord_04141,cust_0492,delivered,2024-07-25,2024-08-15,2024-08-18
ord_04142,cust_0286,processing,2024-07-27,2024-08-18,2024-08-03
ord_04143,cust_0235,processing,2024-03-20,2024-04-04,2024-03-30
ord_04144,cust_0090,shipped,2024-01-16,2024-02-08,2024-02-06
ord_04145,cust_0267,shipped,2024-06-07,2024-06-27,2024-06-21
ord_04146,cust_0333,shipped,2024-06-15,2024-07-09,2024-07-03
ord_04147,cust_0388,delivered,2024-09-23,2024-09-30,2024-10-17
ord_04148,cust_0460,canceled,2024-05-25,2024-06-23,2024-06-01
ord_04149,cust_0073,processing,2024-07-27,2024-08-20,2024-08-06
ord_04150,cust_0412,shipped,2024-06-23,2024-06-26,2024-07-17
ord_04151,cust_0279,shipped,2024-07-26,2024-08-16,2024-08-13
ord_04152,cust_0048,processing,2024-08-10,2024-09-03,2024-08-25
ord_04153,cust_0209,delivered,2024-10-20,2024-11-04,2024-11-07
ord_04154,cust_0247,processing,2024-04-20,2024-04-23,2024-05-14
ord_04155,cust_0393,shipped,2024-02-20,2024-03-15,2024-03-02
ord_04156,cust_0173,delivered,2024-09-27,2024-10-10,2024-10-22
ord_04157,cust_0398,canceled,2024-05-08,2024-06-06,2024-05-21
ord_04158,cust_0124,canceled,2024-07-23,2024-08-12,2024-08-03
ord_04159,cust_0438,delivered,2024-09-17,2024-09-28,2024-09-25
ord_04160,cust_0001,delivered,2024-03-25,2024-04-12,2024-04-08
ord_04161,cust_0223,processing,2024-12-07,2025-01-06,2024-12-30
ord_04162,cust_0060,processing,2024-07-18,2024-07-23,2024-07-26
ord_04163,cust_0042,shipped,2024-09-14,2024-09-23,2024-09-23
ord_04164,cust_0025,delivered,2024-11-09,2024-11-22,2024-11-16
ord_04165,cust_0314,canceled,2024-07-11,2024-07-30,2024-07-19
ord_04166,cust_0440,canceled,2024-02-11,2024-02-23,2024-02-20
ord_04167,cust_0397,shipped,2024-01-28,2024-02-14,2024-02-17
ord_04168,cust_0447,processing,2024-11-18,2024-12-07,2024-12-01
ord_04169,cust_0026,canceled,2024-11-24,2024-12-10,2024-12-05
ord_04170,cust_0139,delivered,2024-04-22,2024-05-15,2024-05-07
ord_04171,cust_0307,canceled,2024-09-10,2024-09-27,2024-10-01
ord_04172,cust_0366,processing,2024-07-19,2024-07-27,2024-07-27
ord_04173,cust_0391,processing,2024-03-12,2024-04-07,2024-03-31
ord_04174,cust_0177,delivered,2024-12-09,2024-12-16,2024-12-20
ord_04175,cust_0382,processing,2024-10-11,2024-11-08,2024-10-20
ord_04176,cust_0473,processing,2024-11-16,2024-12-15,2024-12-08
ord_04177,cust_0359,delivered,2024-01-25,2024-02-02,2024-02-19
ord_04178,cust_0480,canceled,2024-05-14,2024-05-17,2024-06-02
ord_04179,cust_0104,processing,2024-02-04,2024-02-13,2024-02-17
ord_04180,cust_0489,canceled,2024-04-28,2024-05-03,2024-05-09
ord_04181,cust_0104,canceled,2024-07-02,2024-07-27,2024-07-14
ord_04182,cust_0279,delivered,2024-07-24,2024-07-30,2024-08-14
ord_04183,cust_0435,shipped,2024-08-25,2024-08-28,2024-09-07
ord_04184,cust_0309,shipped,2024-12-13,2024-12-19,2024-12-22
ord_04185,cust_0113,processing,2024-01-01,2024-01-16,2024-01-11
ord_04186,cust_0343,canceled,2024-05-01,2024-05-30,2024-05-24
ord_04187,cust_0280,canceled,2024-03-08,2024-03-25,2024-03-30
ord_04188,cust_0112,processing,2024-07-11,2024-07-17,2024-07-24
ord_04189,cust_0152,canceled,2024-02-08,2024-03-03,2024-03-03
ord_04190,cust_0372,shipped,2024-05-15,2024-06-05,2024-05-23
ord_04191,cust_0073,processing,2024-10-23,2024-11-05,2024-10-31
ord_04192,cust_0499,delivered,2024-05-30,2024-06-18,2024-06-07
ord_04193,cust_0028,shipped,2024-08-08,2024-08-19,2024-08-24
ord_04194,cust_0426,delivered,2024-08-19,2024-08-28,2024-09-03
ord_04195,cust_0056,shipped,2024-07-22,2024-08-09,2024-08-15
ord_04196,cust_0342,shipped,2024-08-25,2024-09-20,2024-09-16
ord_04197,cust_0427,shipped,2024-04-05,2024-04-10,2024-04-12
ord_04198,cust_0458,shipped,2024-11-23,2024-11-28,2024-12-15
ord_04199,cust_0134,processing,2024-02-22,2024-03-16,2024-03-06
ord_04200,cust_0175,processing,2024-03-28,2024-04-18,2024-04-21
ord_04201,cust_0120,processing,2024-12-17,2025-01-08,2025-01-07
ord_04202,cust_0125,delivered,2024-04-28,2024-05-28,2024-05-22
ord_04203,cust_0349,canceled,2024-09-20,2024-09-28,2024-10-14
ord_04204,cust_0118,processing,2024-07-28,2024-07-31,2024-08-14
ord_04205,cust_0279,processing,2024-01-12,2024-01-30,2024-02-06
ord_04206,cust_0233,processing,2024-07-25,2024-08-18,2024-08-04
ord_04207,cust_0441,processing,2024-12-24,2024-12-28,2025-01-12
ord_04208,cust_0400,shipped,2024-04-30,2024-05-15,2024-05-23
ord_04209,cust_0193,shipped,2024-01-08,2024-01-22,2024-01-15
ord_04210,cust_0093,shipped,2024-02-13,2024-03-08,2024-02-25
ord_04211,cust_0346,shipped,2024-11-18,2024-12-02,2024-12-05
ord_04212,cust_0008,canceled,2024-02-14,2024-02-29,2024-03-03
ord_04213,cust_0352,canceled,2024-10-03,2024-10-20,2024-10-13
ord_04214,cust_0376,delivered,2024-07-26,2024-08-16,2024-08-06
ord_04215,cust_0038,shipped,2024-09-24,2024-10-17,2024-10-06
ord_04216,cust_0497,processing,2024-06-16,2024-07-07,2024-07-05
ord_04217,cust_0303,canceled,2024-10-31,2024-11-04,2024-11-24
ord_04218,cust_0148,delivered,2024-04-30,2024-05-16,2024-05-24
ord_04219,cust_0436,canceled,2024-03-22,2024-03-29,2024-03-30
ord_04220,cust_0340,processing,2024-01-18,2024-02-09,2024-02-01
ord_04221,cust_0260,canceled,2024-11-02,2024-11-27,2024-11-17
ord_04222,cust_0452,canceled,2024-11-27,2024-12-04,2024-12-13
